aspect,description,sentiment,Sentiment
strike,standard,0.0,Neutral
lockwood,right,0.2857142857142857,Positive
neuron,slight,-0.16666666666666666,Negative
upgrade,pretty nice,0.425,Positive
rage,dumb,-0.375,Negative
game,too busy,0.1,Positive
kink,well,0.0,Neutral
game,seriously stupid,-0.7999999999999999,Negative
game,stable,0.0,Neutral
thing,decent,0.16666666666666666,Positive
thing,usual,-0.25,Negative
similarity,only,0.0,Neutral
system,fresh,0.3,Positive
cod,casual,-0.5000000000000001,Negative
player,true,0.35,Positive
shit,more,0.5,Positive
lobby,perfect,1.0,Positive
fall,even remotely playable,-0.1,Negative
game,incomplete,0.0,Neutral
gun,big,0.0,Neutral
gunplay,super fun,0.31666666666666665,Positive
review,other,-0.125,Negative
game,negative,-0.3,Negative
gun,horrendous,0.0,Neutral
tuning,break,0.0,Neutral
item,obvious,0.0,Neutral
game,same,0.0,Neutral
campaign,good,0.7,Positive
pc,so realistic,0.16666666666666666,Positive
direction,cold,-0.6,Negative
guess,available,0.4,Positive
game,fun,0.3,Positive
vision,absolutely absurd,-0.5,Negative
fix,hard,-0.2916666666666667,Negative
cheater,shitty,0.0,Neutral
alpha,closed,-0.1,Negative
party,nice,0.6,Positive
lobby,common,-0.3,Negative
crew,underplayed,0.0,Neutral
people,whole,0.2,Positive
play,decent,0.16666666666666666,Positive
game,potential,0.0,Neutral
game,great,0.8,Positive
reason,valid,0.0,Neutral
feeling,sighted,0.0,Neutral
crash,online,0.0,Neutral
play,great,0.8,Positive
match,boring,-1.0,Negative
game,poorly optimise,-0.4,Negative
game,finished,0.0,Neutral
game,stable,0.0,Neutral
game,high,0.16,Positive
game,great,0.8,Positive
update,new,0.13636363636363635,Positive
community,incredibly sweet,0.35,Positive
mode,kish,0.0,Neutral
game,well,0.0,Neutral
one,strong,0.4333333333333333,Positive
gaming,stupid,-0.7999999999999999,Negative
call,however unlikely,-0.5,Negative
campaign,fun,0.3,Positive
movement,fluid,0.0,Neutral
voice,sab,0.0,Neutral
game,pretty fun,0.275,Positive
campaign,really fast,0.2,Positive
flow,bad,-0.6999999999999998,Negative
selection,good,0.7,Positive
selection,complete,0.1,Positive
hour,tolerable,0.0,Neutral
failure,good,0.7,Positive
time,normal,0.15,Positive
psychos,atrocious,-0.7,Negative
play,fucking,-0.6,Negative
campaign,golden,0.3,Positive
connection,random,-0.5,Negative
thing,same,0.0,Neutral
game,worth,0.3,Positive
crash,bad,-0.6999999999999998,Negative
match,good,0.7,Positive
people,good,0.7,Positive
people,popular,0.6,Positive
amount,much,0.2,Positive
tag,more,0.5,Positive
game,horrible,-1.0,Negative
doll,verso,0.0,Neutral
review,even open,0.0,Neutral
pack,dismemberment,0.0,Neutral
play,thus repetitive,-0.25,Negative
player,dumb,-0.375,Negative
change,funny,0.25,Positive
game,light,0.4,Positive
game,nowhere near worth,0.2,Positive
level,maximum,0.0,Neutral
garbage,hot,0.25,Positive
kill,incredibly satisfying,0.5,Positive
pc,massive,0.0,Neutral
deus,more,0.5,Positive
game,fun,0.3,Positive
game,good,0.7,Positive
hole,bad,-0.6999999999999998,Negative
smacker,much,0.2,Positive
game,unplayable,-0.4,Negative
game,good,0.7,Positive
campaign,more,0.5,Positive
none,pretty much,0.225,Positive
cross,disable,0.0,Neutral
update,graphic,0.0,Neutral
matchmaking,most,0.5,Positive
gun,full,0.35,Positive
love,dead,-0.2,Negative
game,great,0.8,Positive
game,enough,0.0,Neutral
file,just mw2,0.0,Neutral
op,bad,-0.6999999999999998,Negative
state,very sad,-0.65,Negative
cod,shooter,0.0,Neutral
ward,favourite,0.0,Neutral
game,very good,0.9099999999999999,Positive
season,more,0.5,Positive
monkey,wet,-0.1,Negative
game,even worth,0.3,Positive
gunplay,alright,0.0,Neutral
check,favourite,0.0,Neutral
game,puke,0.0,Neutral
people,good,0.7,Positive
reason,only,0.0,Neutral
tell,low,0.0,Neutral
game,always shotgun,0.0,Neutral
fix,few,-0.2,Negative
game,absolute,0.2,Positive
pistol,more powerful,0.4,Positive
woman,bad,-0.6999999999999998,Negative
gold,old,0.1,Positive
game,enjoyable,0.5,Positive
player,mad,-0.625,Negative
friend,veteran,0.0,Neutral
warfare,modern,0.2,Positive
die,last,0.0,Neutral
review,mixed,0.0,Neutral
people,negative,-0.3,Negative
issue,new,0.13636363636363635,Positive
game,now a sudden,0.0,Neutral
steam,unplayable,-0.4,Negative
crash,tester,0.0,Neutral
player,able,0.5,Positive
def,enough,0.0,Neutral
game,young,0.1,Positive
campaign,weak,-0.375,Negative
code,unable,-0.5,Negative
game,only,0.0,Neutral
aim,equal,0.0,Neutral
country,big,0.0,Neutral
scratch,favourite,0.0,Neutral
play,new,0.13636363636363635,Positive
yah,good,0.7,Positive
game,very bad,-0.9099999999999998,Negative
part,favourite,0.0,Neutral
movement,slow,-0.30000000000000004,Negative
storyline,amazing,0.6000000000000001,Positive
review,negative,-0.3,Negative
campaign,fun,0.3,Positive
story,top,0.5,Positive
multiplayer,previous,-0.16666666666666666,Negative
system,daunting,0.0,Neutral
game,worth,0.3,Positive
gunsmith,ridiculous,-0.3333333333333333,Negative
gun,certain,0.21428571428571427,Positive
patient,old,0.1,Positive
man,good,0.7,Positive
sniper,old,0.1,Positive
nostalgia,few,-0.2,Negative
husband,good,0.7,Positive
game,again close,0.0,Neutral
game,happy,0.8,Positive
people,sim,0.0,Neutral
server,big,0.0,Neutral
play,different,0.0,Neutral
setting,anti,0.0,Neutral
assist,decent,0.16666666666666666,Positive
balance,bad,-0.6999999999999998,Negative
aspect,other,-0.125,Negative
ghost,straight,0.2,Positive
game,automate,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
lot,really fun,0.3,Positive
game,mutually exclusive,0.0,Neutral
series,much nice,0.6,Positive
game,fairly new,0.13636363636363635,Positive
solder,last,0.0,Neutral
ward,second,0.0,Neutral
shit,open,0.0,Neutral
game,perfect,1.0,Positive
game,right,0.2857142857142857,Positive
gunplay,bad,-0.6999999999999998,Negative
engine,welcome,0.8,Positive
game,more,0.5,Positive
story,too short,0.0,Neutral
game,potential,0.0,Neutral
war,large,0.21428571428571427,Positive
dam,whole,0.2,Positive
change,disappointed,-0.75,Negative
map,3rd,0.0,Neutral
love,decent,0.16666666666666666,Positive
character,really good,0.7,Positive
guy,good,0.7,Positive
game,very fun,0.39,Positive
vision,revolutionary,0.0,Neutral
group,whole,0.2,Positive
game,perfect,1.0,Positive
challenge,already warm,0.6,Positive
person,third,0.0,Neutral
stability,fun,0.3,Positive
game,many,0.5,Positive
thing,charming,0.7,Positive
gun,unbalanced,0.0,Neutral
game,worth,0.3,Positive
skill,legal,0.2,Positive
suck,big,0.0,Neutral
crash,fun,0.3,Positive
deus,really big,0.0,Neutral
stuff,shooter,0.0,Neutral
line,worth,0.3,Positive
lbs,mad,-0.625,Negative
gunsmith,enough bad,-0.3499999999999999,Negative
game,sure,0.5,Positive
map,mostly good,0.7,Positive
doz,fun,0.3,Positive
friend,same,0.0,Neutral
game,fantastic,0.4,Positive
load,really awesome,1.0,Positive
game,long,-0.05,Negative
file,unverifiable,0.0,Neutral
restart,acceptable,0.0,Neutral
count,good,0.7,Positive
doz,unique,0.375,Positive
campaign,pretty meh,0.25,Positive
game,more,0.5,Positive
frustration,insane,-1.0,Negative
game,great,0.8,Positive
graphic,many,0.5,Positive
game,very annoying,-1.0,Negative
game,bad,-0.6999999999999998,Negative
cosmetic,cool,0.35,Positive
lack,coherent,0.5,Positive
update,remastered,0.0,Neutral
vision,new,0.13636363636363635,Positive
game,crippling,0.0,Neutral
game,bad,-0.6999999999999998,Negative
crash,too tired,-0.4,Negative
team,fresh,0.3,Positive
update,more,0.5,Positive
game,less,-0.16666666666666666,Negative
game,more,0.5,Positive
game,single,-0.07142857142857142,Negative
joke,free,0.4,Positive
company,proper,0.0,Neutral
kid,little,-0.1875,Negative
mate,more frequent,0.3,Positive
game,indian,0.0,Neutral
grandpa,dead,-0.2,Negative
vision,rampant,0.0,Neutral
game,absolute,0.2,Positive
game,holy,0.0,Neutral
customization,fun,0.3,Positive
search,different,0.0,Neutral
game,crusty,0.0,Neutral
experience,complete,0.1,Positive
experience,unplayable,-0.4,Negative
friend,horrendous,0.0,Neutral
reality,bad,-0.6999999999999998,Negative
ride,short,0.0,Neutral
bug,annoying,-0.8,Negative
survival,big,0.0,Neutral
fabric,coherent,0.5,Positive
league,literal,0.0,Neutral
pass,shamble,0.0,Neutral
internet,due,-0.125,Negative
complaint,pretty unacceptable,0.25,Positive
doz,graphic,0.0,Neutral
game,worth,0.3,Positive
writing,bad,-0.6999999999999998,Negative
pacing,bad,-0.6999999999999998,Negative
play,bad,-0.6999999999999998,Negative
design,bad,-0.6999999999999998,Negative
enemy,just dumb,-0.375,Negative
game,real bad,-1.0,Negative
level,bad,-0.6999999999999998,Negative
game,full,0.35,Positive
menu,shamble,0.0,Neutral
voice,pretty disappointed,-0.25,Negative
game,worth,0.3,Positive
campaign,good,0.7,Positive
advice,free,0.4,Positive
call,more,0.5,Positive
option,lock,0.0,Neutral
game,same,0.0,Neutral
company,next,0.0,Neutral
campaign,good,0.7,Positive
war,worth,0.3,Positive
come,remote,-0.1,Negative
play,worth,0.3,Positive
game,drunk,-0.5,Negative
game,really fun,0.3,Positive
people,other,-0.125,Negative
people,great,0.8,Positive
game,then require,0.0,Neutral
game,smooth,0.4,Positive
community,good,0.7,Positive
battle,usual,-0.25,Negative
war,well,0.0,Neutral
one,fun,0.3,Positive
trend,same,0.0,Neutral
game,offer,0.0,Neutral
raid,very promising,0.26,Positive
play,good,0.7,Positive
orion,solid,0.0,Neutral
game,really good,0.7,Positive
way,more important,0.45,Positive
game,great,0.8,Positive
weapon,less,-0.16666666666666666,Negative
multiplayer,very toxic,0.2,Positive
game,most,0.5,Positive
campaign,good,0.7,Positive
game,still worth,0.3,Positive
game,exciting,0.3,Positive
game,unstable,0.0,Neutral
game,enough comfortable,0.2,Positive
lot,controversial,0.55,Positive
point,sick,-0.7142857142857143,Negative
hour,great,0.8,Positive
shit,expensive,-0.5,Negative
shooter,excellent,1.0,Positive
gun,able,0.5,Positive
game,secondary,-0.3,Negative
style,identical,0.0,Neutral
brand,few,-0.2,Negative
audio,corrupt,-0.5,Negative
player,great,0.8,Positive
player,ps4,0.0,Neutral
player,brainless,0.0,Neutral
matchmaking,other,-0.125,Negative
legalize,good,0.7,Positive
release,cube,0.0,Neutral
war,hot,0.25,Positive
game,buggy,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
system,many,0.5,Positive
game,previous,-0.16666666666666666,Negative
feature,new,0.13636363636363635,Positive
game,bad,-0.6999999999999998,Negative
menu,big,0.0,Neutral
control,massive,0.0,Neutral
pow,usual,-0.25,Negative
code,new,0.13636363636363635,Positive
user,wrong,-0.5,Negative
leader,personal,0.0,Neutral
game,small,-0.25,Negative
game,dumb,-0.375,Negative
multiplayer,much,0.2,Positive
mode,fun,0.3,Positive
game,more,0.5,Positive
implementation,aggravate,0.0,Neutral
game,more meaningful,0.5,Positive
enemy,annoying,-0.8,Negative
type,more,0.5,Positive
enemy,hard,-0.2916666666666667,Negative
game,gay,0.4166666666666667,Positive
ear,then call,0.0,Neutral
cod,awesome,1.0,Positive
campaign,fantastic,0.4,Positive
warfare,pointless,-0.25,Negative
crash,different,0.0,Neutral
doz,worth,0.3,Positive
game,sad,-0.5,Negative
vanguard,just absolutely terrible,-1.0,Negative
system,confusing,-0.3,Negative
game,amazing,0.6000000000000001,Positive
game,old,0.1,Positive
gun,good,0.7,Positive
game,fun,0.3,Positive
fact,moral,0.0,Neutral
game,able,0.5,Positive
button,green,-0.2,Negative
game,worthy,0.3333333333333333,Positive
guess,good,0.7,Positive
booty,other,-0.125,Negative
people,many,0.5,Positive
game,complete,0.1,Positive
game,poor,-0.4,Negative
laser,fat,0.0,Neutral
mate,total,0.0,Neutral
game,alright,0.0,Neutral
shoot,alright,0.0,Neutral
game,inclusive,0.0,Neutral
thumb,very annoying,-1.0,Negative
game,absolute,0.2,Positive
grandma,bad,-0.6999999999999998,Negative
game,mentally demanding,-0.1,Negative
init,good,0.7,Positive
game,so bad,-0.6999999999999998,Negative
chat,funny,0.25,Positive
war,physical,0.0,Neutral
friend,bad,-0.6999999999999998,Negative
review,disappointed,-0.75,Negative
aspect,new,0.13636363636363635,Positive
option,cool,0.35,Positive
people,own,0.6,Positive
base,boring,-1.0,Negative
rest,fun,0.3,Positive
time,ridiculous,-0.3333333333333333,Negative
rifle,multiple,0.0,Neutral
shotgun,other,-0.125,Negative
option,previous,-0.16666666666666666,Negative
game,worth,0.3,Positive
multiplayer,black,-0.16666666666666666,Negative
grind,formulaic,0.0,Neutral
weapon,new,0.13636363636363635,Positive
game,other,-0.125,Negative
game,crash,0.0,Neutral
experience,negatively impact,-0.3,Negative
game,live,0.13636363636363635,Positive
game,further,0.0,Neutral
game,unstable,0.0,Neutral
assist,broken,-0.4,Negative
vision,baked,0.0,Neutral
game,most broken,0.04999999999999999,Positive
game,crash,0.0,Neutral
op,last,0.0,Neutral
account,clear,0.10000000000000002,Positive
game,open,0.0,Neutral
game,extremely frustrating,-0.4,Negative
boy,swim,0.0,Neutral
play,rough,-0.1,Negative
mode,pure,0.21428571428571427,Positive
campaign,good,0.7,Positive
game,only good,0.35,Positive
map,shoot,0.0,Neutral
game,riddle,0.0,Neutral
game,sad,-0.5,Negative
server,sure,0.5,Positive
game,same,0.0,Neutral
cod,black,-0.16666666666666666,Negative
mode,large,0.21428571428571427,Positive
demo,very fun,0.39,Positive
game,well,0.0,Neutral
people,more enjoyable,0.5,Positive
doz,fun,0.3,Positive
vie,finished,0.0,Neutral
amount,horrendous,0.0,Neutral
game,other,-0.125,Negative
pm,hot,0.25,Positive
game,great,0.8,Positive
game,good,0.7,Positive
verdant,well,0.0,Neutral
game,last,0.0,Neutral
damage,mid,0.0,Neutral
graphic,second,0.0,Neutral
royal,even bad,-0.6999999999999998,Negative
game,unplayable,-0.4,Negative
war,modern,0.2,Positive
people,autistic,-0.2,Negative
battle,nice,0.6,Positive
game,high,0.16,Positive
community,so toxic,0.0,Neutral
love,amazing,0.6000000000000001,Positive
spawning,so fun,0.3,Positive
una,excellent,1.0,Positive
bug,unplayable,-0.4,Negative
thing,private,0.0,Neutral
mw2,old,0.1,Positive
campaign,great,0.8,Positive
drill,hairy,0.0,Neutral
play,royal,0.0,Neutral
game,innovative,0.5,Positive
streak,useless,-0.5,Negative
operator,disgusting,-1.0,Negative
mechanic,more focusse,0.5,Positive
shot,brilliant,0.9,Positive
game,fokine,0.0,Neutral
server,break,0.0,Neutral
bug,many,0.5,Positive
game,more intensive,0.5,Positive
game,bad,-0.6999999999999998,Negative
hour,actual,0.0,Neutral
game,really fun,0.3,Positive
shit,only able,0.25,Positive
difficulty,unproductive,0.0,Neutral
campaign,heavy,-0.2,Negative
game,racist,0.0,Neutral
spawn,terrible,-1.0,Negative
people,more,0.5,Positive
op,whole,0.2,Positive
guy,org,0.0,Neutral
crash,great,0.8,Positive
deus,silent,0.0,Neutral
message,other,-0.125,Negative
glitch,stupid,-0.7999999999999999,Negative
game,terrible,-1.0,Negative
game,too much,0.2,Positive
lag,rough,-0.1,Negative
cod,well,0.0,Neutral
company,good,0.7,Positive
game,good,0.7,Positive
game,fine,0.4166666666666667,Positive
crash,amazing,0.6000000000000001,Positive
card,just very buggy,0.2,Positive
campaign,good,0.7,Positive
map,terrible,-1.0,Negative
system,intuitive,0.0,Neutral
hope,fished,0.0,Neutral
novelty,modern,0.2,Positive
game,good,0.7,Positive
game,bad,-0.6999999999999998,Negative
release,old,0.1,Positive
match,positive,0.22727272727272727,Positive
industry,sad,-0.5,Negative
amount,mid,0.0,Neutral
play,major,0.0625,Positive
game,boring,-1.0,Negative
game,bad,-0.6999999999999998,Negative
game,very fun,0.39,Positive
game,fun,0.3,Positive
server,perfect,1.0,Positive
game,absolutely terrible,-1.0,Negative
game,buss,0.0,Neutral
fps,really overwhelming,0.5,Positive
call,terrible,-1.0,Negative
marker,so bad,-0.6999999999999998,Negative
cartridge,first,0.25,Positive
fun,dumb,-0.375,Negative
game,few,-0.2,Negative
work,light,0.4,Positive
glitch,blind,-0.5,Negative
community,online,0.0,Neutral
campaign,most,0.5,Positive
product,more,0.5,Positive
thing,worth,0.3,Positive
game,fun,0.3,Positive
game,playable,0.0,Neutral
error,other,-0.125,Negative
developer,little more,0.15625,Positive
game,completely rush,0.1,Positive
game,almost criminal,-0.4,Negative
part,medium,0.0,Neutral
company,future,0.0,Neutral
amount,really annoying,-0.8,Negative
game,random,-0.5,Negative
armour,dead,-0.2,Negative
vision,fair,0.7,Positive
mw2,previous,-0.16666666666666666,Negative
game,able,0.5,Positive
box,incredibly frustrating,-0.4,Negative
game,good,0.7,Positive
issue,even bad,-0.6999999999999998,Negative
war,pub,0.0,Neutral
mode,worth,0.3,Positive
skin,able,0.5,Positive
aspect,enjoyable,0.5,Positive
game,trash,0.0,Neutral
game,fucking,-0.6,Negative
bus,sick,-0.7142857142857143,Negative
experience,anti,0.0,Neutral
buck,extra,0.0,Neutral
platform,terrible,-1.0,Negative
platform,steady,0.16666666666666666,Positive
bullet,modern,0.2,Positive
player,most,0.5,Positive
shield,same,0.0,Neutral
shit,blue,0.0,Neutral
deus,fun,0.3,Positive
play,other,-0.125,Negative
file,delete,0.0,Neutral
crash,new,0.13636363636363635,Positive
game,mid,0.0,Neutral
game,current,0.0,Neutral
diversity,graphic,0.0,Neutral
game,full,0.35,Positive
cod,bad,-0.6999999999999998,Negative
game,bad,-0.6999999999999998,Negative
people,dead,-0.2,Negative
sound,next,0.0,Neutral
cod,1kd,0.0,Neutral
connection,fast,0.2,Positive
average,last,0.0,Neutral
doz,new,0.13636363636363635,Positive
bug,unplayable,-0.4,Negative
team,bad,-0.6999999999999998,Negative
campaign,so bad,-0.6999999999999998,Negative
game,absolute,0.2,Positive
game,unfinished,0.0,Neutral
game,small,-0.25,Negative
game,safe,0.5,Positive
game,other,-0.125,Negative
game,open,0.0,Neutral
update,standard,0.0,Neutral
game,ultimately suspicious,0.0,Neutral
reviewer,smooth,0.4,Positive
campaign,still good,0.7,Positive
multiplayer,complete,0.1,Positive
steam,disconnect,0.0,Neutral
thing,disconnected,0.0,Neutral
system,full,0.35,Positive
game,so fun,0.3,Positive
game,future,0.0,Neutral
game,modern,0.2,Positive
community,awesome,1.0,Positive
shirt,damn,0.0,Neutral
ruin,ridiculous,-0.3333333333333333,Negative
game,other,-0.125,Negative
spawn,boring,-1.0,Negative
map,extremely horrendous,-0.125,Negative
game,horrendous,0.0,Neutral
campaign,good,0.7,Positive
game,pretty fun,0.275,Positive
timeout,abysmal,0.0,Neutral
game,unstable,0.0,Neutral
bug,great,0.8,Positive
assist,solid,0.0,Neutral
game,annoyingly buggy,-0.8,Negative
game,other,-0.125,Negative
game,great,0.8,Positive
sight,rich,0.375,Positive
mode,so good,0.7,Positive
voice,least,-0.3,Negative
game,dear,0.0,Neutral
hrs,constant,0.0,Neutral
crash,incompetent,-0.35,Negative
bulgur,derisive,0.0,Neutral
sound,big,0.0,Neutral
skin,eligible,0.0,Neutral
bulgur,derek,0.0,Neutral
alarm,sarah,0.0,Neutral
car,elaine,0.0,Neutral
controller,3rd,0.0,Neutral
crashing,so obvious,0.0,Neutral
doz,great,0.8,Positive
person,other,-0.125,Negative
game,optimal,0.0,Neutral
ban,unable,-0.5,Negative
doz,pretty enjoyable,0.375,Positive
room,fine,0.4166666666666667,Positive
pc,other,-0.125,Negative
game,terminal,0.0,Neutral
game,confusing,-0.3,Negative
monkey,cute,0.5,Positive
threat,new,0.13636363636363635,Positive
summit,casual,-0.5000000000000001,Negative
user,other,-0.125,Negative
feedback,permanent,0.0,Neutral
game,unplayable,-0.4,Negative
game,high,0.16,Positive
bug,quick,0.3333333333333333,Positive
system,nervous,0.0,Neutral
crash,least,-0.3,Negative
crash,high,0.16,Positive
game,other,-0.125,Negative
game,annoying,-0.8,Negative
fuck,actual,0.0,Neutral
sandbox,great,0.8,Positive
system,fine,0.4166666666666667,Positive
sandbox,implement,0.0,Neutral
progression,so full,0.35,Positive
skill,complete,0.1,Positive
lobby,more entertaining,0.5,Positive
franchise,modern,0.2,Positive
game,really good,0.7,Positive
experience,horrible,-1.0,Negative
vision,hard,-0.2916666666666667,Negative
fuck,black,-0.16666666666666666,Negative
game,amazing,0.6000000000000001,Positive
step,slow,-0.30000000000000004,Negative
bottom,back,0.0,Neutral
cost,bad,-0.6999999999999998,Negative
doz,completely useless,-0.5,Negative
game,so frustrated,-0.7,Negative
map,mw2,0.0,Neutral
system,okay,0.5,Positive
camp,just fine,0.4166666666666667,Positive
server,absolutely terrible,-1.0,Negative
game,good,0.7,Positive
people,average,-0.15,Negative
friend,few,-0.2,Negative
hardware,very low,0.0,Neutral
company,large,0.21428571428571427,Positive
war,pretty shit,0.024999999999999994,Positive
recoil,enjoyable,0.5,Positive
wz1,miss,0.0,Neutral
net,big,0.0,Neutral
shit,holy,0.0,Neutral
game,fully optimise,0.0,Neutral
game,big,0.0,Neutral
game,ever huge,0.4000000000000001,Positive
life,that good,0.7,Positive
request,free,0.4,Positive
company,last,0.0,Neutral
game,alive,0.1,Positive
play,somehow bad,-0.6999999999999998,Negative
experience,awful,-1.0,Negative
game,nerve,0.0,Neutral
game,great,0.8,Positive
wz1,simply neglect,0.0,Neutral
game,first,0.25,Positive
game,more purposeful,0.5,Positive
cod,previous,-0.16666666666666666,Negative
crash,second riddled,0.0,Neutral
game,great,0.8,Positive
game,last,0.0,Neutral
statistic,available,0.4,Positive
company,bad,-0.6999999999999998,Negative
pile,electrical,0.0,Neutral
play,hard,-0.2916666666666667,Negative
matchmaking,dynamic,0.0,Neutral
brush,able,0.5,Positive
refund,shitty,0.0,Neutral
game,awesome,1.0,Positive
game,potential,0.0,Neutral
vision,first,0.25,Positive
account,bani,0.0,Neutral
int,bankable,0.0,Neutral
assist,straight,0.2,Positive
assist,more,0.5,Positive
call,worth,0.3,Positive
game,absolutely unacceptable,0.2,Positive
game,worth,0.3,Positive
dollar,ridiculous,-0.3333333333333333,Negative
map,bad,-0.6999999999999998,Negative
map,other,-0.125,Negative
war,royal,0.0,Neutral
ass,easy,0.43333333333333335,Positive
character,least,-0.3,Negative
game,fun,0.3,Positive
game,great,0.8,Positive
streak,pretty nice,0.425,Positive
game,weak,-0.375,Negative
cod,new,0.13636363636363635,Positive
community,last,0.0,Neutral
game,slightly different,0.0,Neutral
change,need,0.0,Neutral
system,big,0.0,Neutral
son,less,-0.16666666666666666,Negative
wife,good,0.7,Positive
game,happy,0.8,Positive
game,very fun,0.39,Positive
game,frustrating,-0.4,Negative
war,new,0.13636363636363635,Positive
campaign1010,big,0.0,Neutral
mode,so much,0.2,Positive
buggy,overall,0.0,Neutral
progression,annoying,-0.8,Negative
conversation,enlightening,0.3,Positive
fun,crazy,-0.6,Negative
funeral,more fun,0.4,Positive
crash,unplayable,-0.4,Negative
network,capable,0.2,Positive
pc,at least,-0.3,Negative
game,worth,0.3,Positive
game,worth,0.3,Positive
server,terrible,-1.0,Negative
point,terrible,-1.0,Negative
insult,old,0.1,Positive
game,most incomplete,0.5,Positive
fun,new,0.13636363636363635,Positive
maui,bad,-0.6999999999999998,Negative
game,different,0.0,Neutral
mommy,modern,0.2,Positive
problem,same,0.0,Neutral
people,positive,0.22727272727272727,Positive
joke,racist,0.0,Neutral
review,ultimate,0.0,Neutral
cod,fun,0.3,Positive
mode,favourite,0.0,Neutral
doz,solo,0.0,Neutral
deus,full,0.35,Positive
stuff,designate,0.0,Neutral
deus,full,0.35,Positive
game,certain,0.21428571428571427,Positive
pc,more alert,0.5,Positive
game,fun,0.3,Positive
crash,constant,0.0,Neutral
war,unbalanced,0.0,Neutral
game,disable,0.0,Neutral
fun,kill,0.0,Neutral
company,shitty,0.0,Neutral
developer,at least,-0.3,Negative
camp,good,0.7,Positive
mode,good,0.7,Positive
gun,good,0.7,Positive
steam,own,0.6,Positive
support,useless,-0.5,Negative
people,stable,0.0,Neutral
crashing,absolutely terrible,-1.0,Negative
experience,enjoyable,0.5,Positive
game,literally unplayable,-0.4,Negative
game,hot,0.25,Positive
code,bad,-0.6999999999999998,Negative
match,so inconsistent,0.0,Neutral
shot,skilled,0.5,Positive
game,complete,0.1,Positive
game,much,0.2,Positive
game,worth,0.3,Positive
game,large,0.21428571428571427,Positive
hrs,unlock,0.0,Neutral
game,graphic,0.0,Neutral
account,unauthorized,0.0,Neutral
ban,overturn,0.0,Neutral
policy,only,0.0,Neutral
case,close,0.0,Neutral
game,fun,0.3,Positive
battle,next,0.0,Neutral
worry,enough,0.0,Neutral
care,free,0.4,Positive
game,big,0.0,Neutral
call,many,0.5,Positive
hope,good,0.7,Positive
war,pretty fun,0.275,Positive
people,spanish,0.0,Neutral
game,other,-0.125,Negative
game,faint,-0.5,Negative
war,wrong,-0.5,Negative
war,bad,-0.6999999999999998,Negative
downside,toxic,0.0,Neutral
game,single,-0.07142857142857142,Negative
thing,solo,0.0,Neutral
player,cinematic,0.0,Neutral
mode,great,0.8,Positive
review,other,-0.125,Negative
game,just pure,0.21428571428571427,Positive
mark,poly,0.0,Neutral
summit,overall,0.0,Neutral
err,able,0.5,Positive
issue,other,-0.125,Negative
day,enough,0.0,Neutral
vision,new,0.13636363636363635,Positive
wii,same,0.0,Neutral
enemy,large,0.21428571428571427,Positive
experience,very good,0.9099999999999999,Positive
ricochet,most,0.5,Positive
lot,waive,0.0,Neutral
people,second,0.0,Neutral
thing,so widespread,0.0,Neutral
pace,good,0.7,Positive
game,tired,-0.4,Negative
deal,possible,0.0,Neutral
game,very buggy,0.2,Positive
warfare,safe,0.5,Positive
weapon,pretty fun,0.275,Positive
operator,useful,0.3,Positive
game,so glitch,0.0,Neutral
game,super bugged,0.3333333333333333,Positive
game,terrible,-1.0,Negative
crash,awful,-1.0,Negative
one,so yea,0.0,Neutral
experience,just fine,0.4166666666666667,Positive
interface,occasional,0.0,Neutral
behavior,single,-0.07142857142857142,Negative
play,original,0.375,Positive
matchmaking,nontoxic,0.0,Neutral
interface,real,0.2,Positive
player,far too much,0.15000000000000002,Positive
round,very interesting,0.65,Positive
player,really negative,-0.3,Negative
finger,free,0.4,Positive
token,basic,0.0,Neutral
battle,renew,0.0,Neutral
game,especially shitty,0.0,Neutral
chat,unavailable,0.0,Neutral
game,quadriplegic,0.0,Neutral
game,generous,0.0,Neutral
t,absolute,0.2,Positive
light,visible,0.0,Neutral
game,modern,0.2,Positive
audio,blind,-0.5,Negative
graphic,well,0.0,Neutral
movement,all too bad,-0.6999999999999998,Negative
shotgun,nuts,0.0,Neutral
gunsmith,horseshit,0.0,Neutral
gun,own,0.6,Positive
overlay,other,-0.125,Negative
game,general,0.05000000000000002,Positive
rifle,incredibly overpowered,0.9,Positive
play,important,0.4,Positive
people,high,0.16,Positive
game,as many,0.5,Positive
team,generous,0.0,Neutral
team,completely stuck,0.1,Positive
game,classic,0.16666666666666666,Positive
discussion,minor,-0.05,Negative
campaign,break,0.0,Neutral
campaign,single,-0.07142857142857142,Negative
story,set,0.0,Neutral
design,varied,0.0,Neutral
gun,more,0.5,Positive
light,visible,0.0,Neutral
game,protect,0.0,Neutral
note,worth,0.3,Positive
fire,secondary,-0.3,Negative
way,only,0.0,Neutral
crash,general,0.05000000000000002,Positive
review,patch,0.0,Neutral
war,good,0.7,Positive
game,really cool,0.35,Positive
fun,great,0.8,Positive
game,more,0.5,Positive
crash,fun,0.3,Positive
deus,20ish,0.0,Neutral
cod,open,0.0,Neutral
site,full,0.35,Positive
play,incredible,0.9,Positive
crash,bad,-0.6999999999999998,Negative
game,playable,0.0,Neutral
issue,absolutely absurd,-0.5,Negative
