aspect,description,sentiment
fun,absolute,0.2
magnitude,astonishing,0.5
armoury,top,0.5
speed,great,0.8
category,different,0.0
package,great,0.8
game,good,0.7
friend,most,0.5
nostalgia,new,0.13636363636363635
footstep,fucking loud,0.1
field,dead,-0.2
trio,fun,0.3
menu,straight,0.2
patience,good,0.7
campaign,good,0.7
mode,big,0.0
extra,extra,0.0
game,disconnect,0.0
game,choppy,-0.2
didst,down,-0.15555555555555559
war,own,0.6
hole,common,-0.3
vision,forward,0.0
game,great,0.8
game,bad,-0.6999999999999998
play,great,0.8
update,late,-0.3
cod,technical,0.0
review,technical,0.0
update,30th,0.0
game,hard,-0.2916666666666667
driver,graphic,0.0
game,absolutely ridiculous,-0.3333333333333333
file,validate,0.0
connection,steamglitchesupdate,0.0
doz,casual,-0.5000000000000001
player,fun,0.3
performance,terrible,-1.0
game,pricey,-1.0
instalment,mobile,0.0
game,same,0.0
bug,worth,0.3
press,lonely,-0.09999999999999998
yam,sweet,0.35
doz,amazing,0.6000000000000001
cod,good,0.7
multiplayer,absolute,0.2
shit,too long,-0.05
level,unplayable,-0.4
half,buggy,-1.0
payt,bad,-0.6999999999999998
map,square,0.0
warfare,valiant,1.0
recoil,difficult,-0.5
game,specific,0.0
box,consistent,0.25
attachment,many,0.5
recoil,different,0.0
gun,equivalent,0.0
bullet,semi,0.0
game,very,0.2
list,bad,-0.6999999999999998
game,fun,0.3
vision,nice,0.6
stop,really good,0.7
bug,welcome,0.8
game,third,0.0
game,mixed,0.0
apr,same,0.0
multiplayer,good,0.7
campaign,really good,0.7
multiplayer,few,-0.2
game,buggy,-1.0
franchise,personal,0.0
shit,perfectly balanced,1.0
game,good,0.7
flaw,well,1.0
cod,good,0.7
doz,fun,0.3
subpar,worth,0.3
progress,modern,0.2
game,favourite,0.0
game,reasonable,0.2
plane,loud,0.1
gun,great,0.8
variety,so more,0.5
sniper,very unrealistic,-0.65
weapon,just shit,-0.2
game,suicidal,-1.0
doz,first,0.25
deus,very clear,0.13000000000000003
review,miss,-1.0
game,free,0.4
credit,next,0.0
nostalgia,new,0.13636363636363635
one,infinite,0.0
hype,completely oversell,0.1
game,wise,0.7
game,mexican,0.0
result,mixed,0.0
corps,slow,-0.30000000000000004
none,great,0.8
name,american,0.0
mission,far,0.1
soap,conventional,-0.14285714285714285
soap,nationalist,0.0
game,good,0.7
opinion,ideal,0.9
apocalypse,great,0.8
game,own,0.6
side,corporate,0.0
multiplayer,low,0.0
bane,single,-0.07142857142857142
people,good,0.7
meta,simple,0.0
controller,broken,-0.4
game,angry,-0.5
dedication,same,0.0
colleague,german,0.0
context,german,0.0
recommendation,pure,0.21428571428571427
thing,perfect,1.0
game,epic,0.1
word,classic,0.16666666666666666
deus,complete,0.1
game,fun,0.3
player,graphic,0.0
vision,bad,-0.6999999999999998
game,crazy,-0.6
matchmaking,bad,-0.6999999999999998
map,bad,-0.6999999999999998
map,whole,0.2
system,perfect,1.0
computer,single,-0.07142857142857142
campaign,worth,0.3
war,new,0.13636363636363635
launch,pretty solid,0.375
game,as competitive,1.0
controller,aim,0.0
movement,new,0.13636363636363635
shoot,big,0.0
game,horribly balanced,1.0
player,old,0.1
map,unbalanced,0.0
game,unplayable,-0.4
player,small,-0.25
feature,just awful,-1.0
studio,triple,0.0
cod,really great,0.8
bug,est,0.0
people,just mentally retarded,-0.8
game,overall,0.0
grind,fun,0.3
error,half,-0.16666666666666666
multiplayer,micro,0.0
game,trivial,-1.0
legwork,right,0.2857142857142857
design,desire,0.0
game,prone,0.0
advertising,future,0.0
player,average,-0.15
play,token,0.0
adjustment,staggering,0.0
tree,small,-0.25
advertising,basic,0.0
shotgun,dual,0.0
ass,token,0.0
sniper,single,-0.07142857142857142
software,slow,-0.30000000000000004
team,just completely overwhelmed,-1.0
store,new,0.13636363636363635
pc,good,0.7
family,entire,0.0
ward,wet,-0.1
crash,fucking,-0.6
chat,fun,0.3
lag,same,0.0
connection,random,-0.5
cod,able,0.5
people,single,-0.07142857142857142
hacker,as bad,-0.6999999999999998
cry,old,0.1
lobby,old,0.1
breathing,hardcore,0.0
game,cheat,-1.0
doz,full,0.35
crash,several,0.0
wave,actually good,0.7
review,terrible,-1.0
game,wise,0.7
ground,playable,0.0
character,bad,-0.6999999999999998
game,bad,-0.6999999999999998
waste,fucking,-0.6
game,intelligent,0.8
con,big,0.0
time,short,0.0
customization,convenient,1.0
game,least,-0.3
levelling,pretty streamlined,0.625
pass,okay,0.5
matchmaking,atrocious,-0.7
person,other,-0.125
half,competitive,1.0
game,more enjoyable,0.5
tune,disconnect,0.0
experience,old,0.1
game,pretty good,0.475
game,so kinda hard,-0.2916666666666667
game,clunky,-1.0
glitche,impossible,-0.6666666666666666
experience,able,0.5
community,toxic,-1.0
reason,cheat,-1.0
community,just as toxic,-1.0
game,kill,-1.0
gunplay,horrendous,-1.0
aim,little,-0.1875
shield,impervious,0.0
game,unfinished,-1.0
steam,long,-0.05
overlay,different,0.0
player,other,-0.125
player,single,-0.07142857142857142
people,mental,-0.1
game,current,0.0
game,fairly new,0.13636363636363635
movement,first,0.25
thing,first,0.25
play,most minor,0.225
game,audiovisual,0.0
game,more dynamic,0.5
campaign,cut,0.0
war,massive,0.0
game,perfect,1.0
couple,other,-0.125
game,stable,1.0
game,fun,0.3
stuttering,just awful,-1.0
game,ferment,0.0
player,good,0.7
game,utter,0.0
base,toxic,-1.0
lobby,last,0.0
doz,iffy,0.0
game,so unstable,-1.0
thing,annoying,-0.8
crash,lucky,0.3333333333333333
matchmaking,bad,-0.6999999999999998
thing,good,0.7
player,possible,0.0
game,different,0.0
campaign,early,0.1
campaign,recent,0.0
guy,fucking,-0.6
game,finished,0.0
cheat,anti,0.0
game,bad,-0.6999999999999998
game,good,0.7
doz,awesome,1.0
doz,minimal,-0.1
chat,funny,0.25
graphic,top,0.5
game,deaf,-1.0
status,new,0.13636363636363635
game,unstable,-1.0
game,low,0.0
game,multiple,0.0
doz,royal,0.0
people,honestly limo,0.6
battle,last,0.0
game,good,0.7
play,real,0.2
shit,old,0.1
game,so many,0.5
plot,terrorist,0.0
sin,new,0.13636363636363635
ending,really weak,-0.375
story,modern,0.2
location,immerse,0.0
thing,modern,0.2
gunplay,modern,0.2
gun,odd,-0.16666666666666666
interface,single,-0.07142857142857142
map,large,0.21428571428571427
issue,hard,-0.2916666666666667
game,bad,-0.6999999999999998
war,really bad,-0.6999999999999998
issue,really hard,-0.2916666666666667
design,great,0.8
issue,great,0.8
game,next,0.0
sun,solid,0.5
voice,helpful,1.0
update,write,0.0
campaign,super good,0.5166666666666666
multiplayer,super fun,0.31666666666666665
fascias,terrible,-1.0
game,very good,0.9099999999999999
glitche,pretty unrealistic,-0.125
cyberpunk,bad,-0.6999999999999998
number,insane,-1.0
game,more,0.5
file,fail,-0.5
slot,cool,0.35
player,extra,0.0
team,pretty non,0.25
progress,lose,-1.0
game,full,0.35
shot,minor,-0.05
enemy,psychic,0.0
experience,many,0.5
bug,such,0.0
version,net,0.0
game,first,0.25
version,more,0.5
sex,well,1.0
game,first,0.25
time,decent,0.16666666666666666
game,dead,-0.2
game,full,0.35
war,very good,0.9099999999999999
system,own,0.6
game,previous,-0.16666666666666666
animation,very smooth,0.52
proximity,new,0.13636363636363635
team,few,-0.2
gas,very interesting,0.65
map,different,0.0
elevator,fun,0.3
building,most,0.5
game,literally unplayable,-0.4
people,hard,-0.2916666666666667
game,rename,0.0
call,single,-0.07142857142857142
house,bad,-0.6999999999999998
problem,sure,0.5
people,enough dumb,0.0625
game,so tedious,-0.5
game,absolutely incinerate,0.2
review,damn,-1.0
setup,good,0.7
feel,nice,0.6
bug,nice,0.6
game,exact,0.25
crash,less frequent,-0.033333333333333326
mw2,other,-0.125
base,glad,0.5
rage,perfect,1.0
graphic,too big,0.0
head,whole,0.2
cod,sad,-0.5
non,crazy,-0.6
warfare,mini,0.0
one,entire,0.0
game,too personal,0.0
campaign,awesome,1.0
ban,real,0.2
bug,new,0.13636363636363635
people,more,0.5
punishment,unwarranted,-1.0
community,silent,0.5
voice,more,0.5
thing,next,0.0
cheater,random,-0.5
game,other,-0.125
asap,whole,0.2
doz,fokine,0.0
self,same,0.0
feeling,hard,-0.2916666666666667
match,dead,-0.2
game,bad,-0.6999999999999998
bunch,bad,-0.6999999999999998
opinion,only,0.0
graphic,weird,-0.5
controller,disable,-1.0
point,stow,0.0
game,practically unplayable,-0.4
game,completely unplayable,-0.4
play,worth,0.3
levelling,ill,-0.5
kid,usually semi fun,0.024999999999999994
invasion,little,-0.1875
dog,fest,0.0
doz,old,0.1
fan,second,0.0
rifle,inconsistent,-1.0
game,stupid,-0.7999999999999999
magnet,pathetic,-1.0
play,good,0.7
game,completely bug,-1.0
map,much,0.2
game,as smooth,0.4
weapon,awesome,1.0
game,as many,0.5
game,good,0.7
thing,bad,-0.6999999999999998
crash,fun,0.3
map,round,-0.2
war,able,0.5
title,busted,0.0
game,fine,0.4166666666666667
game,unplayable,-0.4
list,casual,-0.5000000000000001
play,amazing,0.6000000000000001
multiplayer,good,0.7
game,intense,0.2
dog,only,0.0
game,more free,0.45
game,more,0.5
customization,confusing,-0.3
maniac,magical,0.5
bug,holy,1.0
team,additional,0.0
game,mid,0.0
support,able,0.5
game,bad,-0.6999999999999998
game,simply all fun,0.15
game,pure,0.21428571428571427
size,bearable,0.0
player,pro,0.0
game,model,0.0
skill,racist,-1.0
game,great,0.8
crash,horrific,-1.0
community,live,0.13636363636363635
assist,overturn,-1.0
player,disable,-1.0
franchise,enjoyable,0.5
mode,standard,0.0
war,glaring,0.0
game,airstrike,0.0
game,more,0.5
part,uninstall,0.0
file,fail,-0.5
game,good,0.7
map,same,0.0
squad,good,0.7
simp,cold,-0.6
levelling,stupid,-0.7999999999999999
zone,fun,0.3
fleck,fun,0.3
fan,simple,0.0
game,great,0.8
game,full,0.35
battle,free,0.4
round,about as effective,0.6
game,great,0.8
price,high,0.16
campaign,surprisingly awesome,1.0
multiplayer,completely unplayable,-0.4
setting,average,-0.15
problem,less,-0.16666666666666666
game,poor,-0.4
map,single,-0.07142857142857142
gunplay,black,-0.16666666666666666
system,fun,0.3
game,good,0.7
love,royal,0.0
doz,completely different,0.0
game,solid,0.5
campaign,super fun,0.31666666666666665
mate,eliminate,0.0
company,ongoing,0.0
game,playable,0.0
bug,numerous,0.0
direction,various,0.0
thing,very clear,0.13000000000000003
player,new,0.13636363636363635
format,fresh,0.3
mode,black,-0.16666666666666666
campaign,sweet,0.35
campaign,long,-0.05
war,cold,-0.6
pacing,too fast,0.2
time,honest,0.6
game,clearly incapable,-1.0
vanguard,spare,0.0
game,last,0.0
bunch,fine,0.4166666666666667
war,great,0.8
gulag,interesting,0.5
cod,very stale,-0.65
mode,ideal,0.9
attachment,mostly fine,0.4166666666666667
lack,other,-0.125
map,most hated,-0.2
thing,tweak,0.0
performance,most,0.5
campaign,royal,0.0
guard,national,0.0
issue,outdated,-0.4000000000000001
game,manual,0.0
save,multiple,0.0
developer,single,-0.07142857142857142
crash,single,-0.07142857142857142
shit,provide,0.0
shit,short,0.0
guy,regular,0.0
game,worthwhile,0.5
money,smart,0.21428571428571427
difference,barely perceptible,0.05
people,other,-0.125
game,as good,0.7
jam,well,1.0
thing,good,0.7
game,amazing,0.6000000000000001
game,finished,0.0
controller,cool,0.35
game,cheap,0.4
player,same,0.0
release,more,0.5
like,toxic,-1.0
sheet,happy,0.8
mate,friendly,0.375
experience,unbiased,1.0
part,basic,0.0
game,close,0.0
crash,top,0.5
fun,same,0.0
grind,rewarding,0.5
fact,sad,-0.5
people,correct,1.0
buck,more,0.5
chat,normal,0.15
game,fair,0.7
mode,good,0.7
stake,original,0.375
man,military,-0.1
shepard,general,0.05000000000000002
invasion,good,0.7
fun,more creative,0.5
game,completely random,-0.5
sanity,good,0.7
request,deny,-1.0
game,interesting,0.5
review,advanced,0.4
game,so unpredictable,-0.16666666666666666
gun,next,0.0
gunplay,rare,0.3
damage,major,0.0625
issue,just inconsistent,-1.0
game,too good,0.7
map,central,0.0
spawn,mw2,0.0
challenge,whole,0.2
value,low,0.0
player,dead,-0.2
game,real,0.2
one,gay,0.4166666666666667
scum,old,0.1
game,well,1.0
gun,fantastic,0.4
nerf,strange,-0.05
loot,so frustrating,-0.4
sound,hilarious,0.5
bug,most,0.5
player,good,0.7
movement,straight,0.2
rebirth,only,0.0
enemy,bad,-0.6999999999999998
title,inexcusable,-1.0
priority,like,1.0
thing,retroactive,0.0
player,totally blind,-0.5
system,annoying,-0.8
developer,micro,0.0
mode,fun,0.3
pew,great,0.8
bore,fun,0.3
player,bad,-0.6999999999999998
game,lose,-1.0
multiplayer,free,0.4
game,old,0.1
game,league,0.0
call,mobile,0.0
game,fun,0.3
crasher,real,0.2
design,punish,-1.0
interface,completely different,0.0
button,terrible,-1.0
run,exclusive,0.0
game,ready,0.2
bug,complain,-1.0
game,good,0.7
pack,new,0.13636363636363635
fun,random,-0.5
dollar,too much,0.2
story,pretty forgettable,-0.125
multiplayer,more,0.5
freeze,nonstop,0.0
guy,amazing,0.6000000000000001
game,more real,0.35
agreement,long,-0.05
developer,raw,-0.23076923076923078
mm,clear,0.10000000000000002
product,raw,-0.23076923076923078
resolution,low,0.0
departure,optimal,1.0
crash,high,0.16
blast,new,0.13636363636363635
game,so bad,-0.6999999999999998
people,much,0.2
game,drop,0.0
matchmaking,casual,-0.5000000000000001
kick,more,0.5
game,pro,0.0
play,decent,0.16666666666666666
attachment,useless,-0.5
pass,total,0.0
texture,blind,-0.5
hast,good,0.7
game,bad,-0.6999999999999998
shit,fun,0.3
game,useless,-0.5
system,stupid,-0.7999999999999999
game,sloppy,-0.4166666666666667
game,just frustrated,-0.7
fun,utterly ridiculous,-0.3333333333333333
people,negative,-0.3
game,whole,0.2
drop,visual,0.0
game,pretty good,0.475
fun,mastery,1.0
game,pretty fun,0.275
voice,good,0.7
gunplay,very diverse,0.2
style,different,0.0
hate,old,0.1
campaign,cool,0.35
optimization,general,0.05000000000000002
game,bad,-0.6999999999999998
game,same,0.0
warfare,upper,0.0
balance,awful,-1.0
game,current,0.0
campaign,constant,0.0
internet,possible,0.0
vision,clear,0.10000000000000002
game,rushed,0.0
play,visual,0.0
game,empty,-0.1
tank,half fill,-0.16666666666666666
freezing,too expensive,-0.5
campaign,constant,0.0
vision,micro,0.0
instalment,bad,-0.6999999999999998
hell,hard,-0.2916666666666667
season,main,0.16666666666666666
game,long,-0.05
game,first,0.25
game,unfinished,-1.0
gunplay,poor,-0.4
server,last,0.0
game,refreshing,0.5
problem,few,-0.2
streak,massive,0.0
map,horrible,-1.0
project,finished,0.0
campaign,realistic,0.16666666666666666
part,free,0.4
team,impossible,-0.6666666666666666
call,classic,0.16666666666666666
war,optional,0.0
game,very unstable,-1.0
game,easy,0.43333333333333335
war,full,0.35
money,d0gsh1,0.0
game,special,0.35714285714285715
multiplayer,just as frustrating,-0.4
doz,favourite,0.0
love,more,0.5
vision,worth,0.3
deus,bad,-0.6999999999999998
balance,dumb,-0.375
file,other,-0.125
man,random,-0.5
crash,random,-0.5
crash,kill,-1.0
cod,good,0.7
game,good,0.7
animation,fluid,0.0
mode,pretty fun,0.275
war,own,0.6
bar,low,0.0
number,well,1.0
teammate,mic,0.0
people,bad,-0.6999999999999998
game,more,0.5
stat,cheat,-1.0
game,painfully unstable,-1.0
story,fun,0.3
multiplayer,cool,0.35
play,overall,0.0
crash,underground,0.0
matchmaking,main,0.16666666666666666
world,well private,0.5
game,serious,-0.3333333333333333
ward,pretty,0.25
game,unfinished,-1.0
spawn,horrendous,-1.0
vanguard,good,0.7
nav,fucking,-0.6
game,absolute,0.2
campaign,fun,0.3
people,crash,-1.0
type,advantageous,1.0
system,caliper,0.0
play,lacklustre,0.0
one,pretty refreshing,0.375
game,just as buggy,-1.0
make,cosmetic,0.0
one,original,0.375
wz1,big,0.0
game,great,0.8
crash,fail,-0.5
enemy,allied,0.0
game,ready,0.2
game,way too glitchy,0.0
game,same,0.0
game,hilariously fun,0.3
doz,amazing,0.6000000000000001
campaign,fun,0.3
violence,favourite,0.0
multiplayer,main,0.16666666666666666
word,swear,0.0
game,disgusting,-1.0
game,broken,-0.4
point,reverse,0.0
war,original,0.375
game,atrocious,-0.7
file,corrupt,-0.5
game,beautiful,0.85
ability,very ridiculous,-0.43333333333333335
arab,several,0.0
game,fun,0.3
map,terrible,-1.0
amount,enough,0.5
vanguard,probably big,0.0
vanguard,playable,0.0
voice,whole,0.2
game,more,0.5
issue,resolve,0.0
amount,insane,-1.0
doz,present,0.0
game,fuzzy,-1.0
vote,long,-0.05
lot,really petty,-1.0
game,good,0.7
game,horseshit,0.0
campaign,new,0.13636363636363635
gunplay,awesome,1.0
multiplayer,just awful,-1.0
cycle,absolutely stomp,0.2
unlock,average,-0.15
system,weird,-0.5
save,corrupt,-0.5
piece,buggy,-1.0
experience,average,-0.15
family,covid,0.0
fuck,me2,0.0
map,basically identical,0.0
game,very buggy,-1.0
game,good,0.7
game,inherently flawed,-0.5
game,bad,-0.6999999999999998
call,first,0.25
story,good,0.7
campaign,multiple,0.0
shoot,amazing,0.6000000000000001
hrhrh1warzone,good,0.7
review,awful,-1.0
h1i,fair,0.7
mode,golden,0.3
game,next,0.0
gripe,different,0.0
none,overpower,-1.0
movement,so glad,0.5
people,bad,-0.6999999999999998
help,great,0.8
farm,now fun,0.3
people,fast,0.2
campaign,random,-0.5
project,potential,0.0
war,even bad,-0.6999999999999998
none,good,0.7
game,remarkable,0.75
game,insanely hard,-0.2916666666666667
campaign,vital,0.1
enemy,single,-0.07142857142857142
game,amazing,0.6000000000000001
community,amazing,0.6000000000000001
doz,visual,0.0
game,enjoyable,0.5
publishereditordeveloper,smart,0.21428571428571427
game,very annoying,-1.0
crash,ready,0.2
people,proper,0.5
implementation,downright worrying,0.0
war,good,0.7
campaign,intense,0.2
doz,dark,-0.15
movement,shitty,0.0
thing,alive,0.1
sniper,even bad,-0.6999999999999998
game,modern,0.2
game,more worth,0.4
story,worth,0.3
mission,impossible,-0.6666666666666666
multiplayer,typical,-0.16666666666666666
balance,so many,0.5
ricochet,very suspicious,-1.0
code,high,0.16
sync,common,-0.3
war,complete,0.1
play,virtually worthless,-0.8
game,second,0.0
system,horrible,-1.0
game,impossible,-0.6666666666666666
model,wrong,-0.5
game,normal,0.15
company,unpolished,0.0
person,bad,-0.6999999999999998
lobby,online,0.0
stuff,double,0.0
obstacle,gamble,0.0
presence,more,0.5
bullet,sexual,0.5
variety,neat,1.0
design,nice,0.6
game,extremely break,-1.0
game,own,0.6
gun,single,-0.07142857142857142
game,complete,0.1
enemy,1st,0.0
ton,damn stable,0.0
game,mid,0.0
vision,corrupted,-1.0
troop,human,0.0
money,new,0.13636363636363635
movement,atrocious,-0.7
house,good,0.7
people,old,0.1
game,great,0.8
dollar,so many,0.5
game,more,0.5
crash,worth,0.3
map,old,0.1
player,casual,-0.5000000000000001
game,honest,0.6
game,other,-0.125
help,much appreciate,1.0
player,deployable,0.0
game,buggy,-1.0
app,silly,-0.5
multiplayer,perfect,1.0
cod,last,0.0
drop,inconsistent,-1.0
update,few,-0.2
doz,pretty awesome,0.625
game,free,0.4
gun,modern,0.2
doz,all hard,-0.2916666666666667
player,useless,-0.5
game,unplayable,-0.4
developer,other,-0.125
multiplayer,good,0.7
cod,previous,-0.16666666666666666
map,viable,0.0
game,few,-0.2
call,mobile,0.0
game,unplayable,-0.4
game,much,0.2
campaign,really fun,0.3
rhino,yous,0.0
cod,good,0.7
buggy,ridiculous,-0.3333333333333333
war,bad,-0.6999999999999998
server,laggy,-1.0
crash,top,0.5
moment,mildly annoyed,-0.4
lot,pretty brown,0.25
opinion,good,0.7
cod,old,0.1
people,many,0.5
formula,familiar,0.375
war,big,0.0
file,fail,-0.5
lobby,pretty funny,0.25
game,most,0.5
movement,old,0.1
game,pretty good,0.475
rifle,funny,0.25
game,pretty good,0.475
menu,terrible,-1.0
game,black,-0.16666666666666666
shadow,blocky,0.0
asset,virtual,0.0
game,very satisfying,0.65
limo,yell,0.0
game,big,0.0
menu,most,0.5
attachment,able,0.5
menu,simple,0.0
game,more detrimental,-0.25
gunplay,really good,0.7
gun,automatic,0.0
gun,retinal,0.0
gunplay,good,0.7
camping,little,-0.1875
match,other,-0.125
game,overall,0.0
game,most,0.5
mission,too bad,-0.6999999999999998
fix,fresh,0.3
system,real decent,0.25
spawn,multiple,0.0
hell,bad,-0.6999999999999998
camping,ready,0.2
nav,current,0.0
game,well optimise,1.0
dislike,only,0.0
critic,same,0.0
sheet,overall,0.0
game,fun,0.3
people,pretty fun,0.275
connection,fast,0.2
game,very good,0.9099999999999999
rest,other,-0.125
problem,too much,0.2
game,unreliable,-1.0
issue,disconnected,0.0
server,negative,-0.3
cheat,net,0.0
shit,good,0.7
force,reset,0.0
mission,pure,0.21428571428571427
steam,last,0.0
game,terrible,-1.0
agent,correct,1.0
game,disconnect,0.0
cod,old,0.1
game,fast,0.2
game,full,0.35
game,really bad,-0.6999999999999998
game,very high,0.20800000000000002
ass,previous,-0.16666666666666666
game,bad,-0.6999999999999998
time,dismal,-1.0
pc,waterwheel,0.0
game,bad,-0.6999999999999998
hacking,too much,0.2
game,kinda ridiculous,-0.3333333333333333
system,pretty,0.25
crash,daily,0.0
people,fun,0.3
game,net,0.0
play,modern,0.2
rest,poor,-0.4
fuck,actual,0.0
slur,racial,0.0
support,such,0.0
game,ill,-0.5
int,super,0.3333333333333333
portion,sizable,0.0
cheater,blatant,-0.5
game,first,0.25
gift,so hard,-0.2916666666666667
crash,graphic,0.0
thing,bad,-0.6999999999999998
deus,single,-0.07142857142857142
bug,new,0.13636363636363635
campaign,great,0.8
multiplayer,bad,-0.6999999999999998
campaign,legit,0.0
game,decent,0.16666666666666666
option,very toxic,-1.0
featuresskinsperksgun,certain,0.21428571428571427
feature,first,0.25
focus,single,-0.07142857142857142
weapon,unlock,0.0
cod,other,-0.125
optimization,bad,-0.6999999999999998
head,first,0.25
game,unplayable,-0.4
game,terribly rife,-1.0
match,positive,0.22727272727272727
suck,instal,0.0
egg,new,0.13636363636363635
game,horrible,-1.0
campaign,bad,-0.6999999999999998
shipment,original,0.375
garbage,more insane,-0.25
scan,otherwise impressive,1.0
charge,same,0.0
fire,dumb,-0.375
review,responsible,0.2
game,new,0.13636363636363635
stuff,funny,0.25
ear,round,-0.2
video,new,0.13636363636363635
bug,very much,0.26
dealer,similar,0.0
system,terrible,-1.0
mode,new,0.13636363636363635
player,several,0.0
doz,real,0.2
play,fun,0.3
interface,bad,-0.6999999999999998
audio,too late,-0.3
weapon,meta,0.0
feature,meta,0.0
gnu,worth,0.3
asst,crazy,-0.6
self,very annoying,-1.0
play,awesome,1.0
game,whole,0.2
campaign,alright,0.0
chat,very nice,0.78
issue,constant,0.0
spawn,single,-0.07142857142857142
campaign,great,0.8
deal,token,0.0
multiplayer,ridiculous,-0.3333333333333333
people,good,0.7
battle,new,0.13636363636363635
game,that realistic,0.16666666666666666
game,worth,0.3
mission,unique,0.375
friend,permanent,0.0
crash,different,0.0
crash,strong,0.4333333333333333
phone,regular,0.0
talk,bad,-0.6999999999999998
game,unfair,-0.5
campaign,pretty top,0.375
weapon,still prevalent,0.0
game,apparent,0.05
title,real,0.2
game,ruin,-1.0
game,great,0.8
man,boring,-1.0
game,main,0.16666666666666666
game,callous,-1.0
campaign,special,0.35714285714285715
system,very good,0.9099999999999999
mode,willing,0.25
title,finished,0.0
action,even bug,-1.0
game,really wrong,-0.5
sound,other,-0.125
sig,extra,0.0
game,long,-0.05
campaign,new,0.13636363636363635
story,cool,0.35
condition,absolutely optimal,1.0
map,full,0.35
level,last,0.0
game,funny,0.25
fuck,own,0.6
multiplayer,free,0.4
part,most fun,0.4
game,young,0.1
campaign,decent,0.16666666666666666
rig,awesome,1.0
one,different,0.0
choice,entire,0.0
play,solid,0.5
gun,last,0.0
gun,more,0.5
attachment,well,1.0
gun,meta,0.0
package,individual,0.0
ghost,last,0.0
game,other,-0.125
people,many,0.5
lobby,absolutely hilarious,0.5
chat,much more,0.5
challenge,fun,0.3
player,more reliable,0.75
friend,willing,0.25
people,other,-0.125
question,worth,0.3
game,unfinished,-1.0
people,old,0.1
people,able,0.5
aspect,least,-0.3
break,too slow,-0.30000000000000004
game,old,0.1
engine,destructible,0.0
game,mid,0.0
one,solo,0.0
story,alive,0.1
multiplayer,more,0.5
game,new,0.13636363636363635
mode,awesome,1.0
proximity,toxic,-1.0
game,upcoming,0.0
lag,asian,0.0
productivity,more productive,0.5
winner,hedonist,0.0
sea,human,0.0
game,high,0.16
thing,good,0.7
camping,massive,0.0
game,buggy,-1.0
war,last,0.0
game,close,0.0
start,other,-0.125
patch,several,0.0
wac,tiny,0.0
game,great,0.8
campaign,really good,0.7
multiplayer,more big,0.25
game,really fun,0.3
bar,new,0.13636363636363635
mode,own,0.6
mix,grand,0.5
grind,real,0.2
def,great,0.8
cod,bad,-0.6999999999999998
blow,private,0.0
game,happy,0.8
game,buggy,-1.0
release,buggy,-1.0
tester,good,0.7
game,pretty buggy,-0.375
release,awesome,1.0
deus,previous,-0.16666666666666666
experience,pretty awesome,0.625
come,toxic,-1.0
press,negative,-0.3
game,just perfect,1.0
user,peaceful,0.25
game,remarkable,0.75
deus,fucking,-0.6
game,consistent,0.25
game,even more,0.5
game,bad,-0.6999999999999998
game,really fun,0.3
recommend,more,0.5
game,more,0.5
oil,3d,0.0
graphic,shooter,0.0
satisfy,very arcady,0.2
spray,cool,0.35
sight,steady,0.16666666666666666
doz,other,-0.125
people,random,-0.5
bot,only,0.0
character,other,-0.125
girlfriend,small,-0.25
game,pretty good,0.475
game,so much,0.2
game,sick,-0.7142857142857143
war,mw2,0.0
game,next,0.0
baby,legal,0.2
impression,okay,0.5
game,countless,0.0
ward,good,0.7
shit,hard,-0.2916666666666667
game,other,-0.125
system,terrible,-1.0
game,worth,0.3
mode,usual,-0.25
game,ridiculous,-0.3333333333333333
game,new,0.13636363636363635
mode,original,0.375
game,past,-0.25
game,constant,0.0
title,few,-0.2
game,great,0.8
multiplayer,other,-0.125
game,really great,0.8
campaign,phenomenal,0.5
graphic,outstanding,0.5
detail,excellent,1.0
story,completely different,0.0
multiplayer,different,0.0
weapon,well,1.0
game,most,0.5
game,really great,0.8
game,improve,1.0
call,old,0.1
cod,good,0.7
game,fez,0.0
d,good,0.7
thing,plat,0.0
chat,open,0.0
game,good,0.7
game,worth,0.3
multiplayer,awesome,1.0
crash,annoying,-0.8
game,fully uninstalling,0.0
problem,bad,-0.6999999999999998
game,most broken,0.04999999999999999
game,so good,0.7
people,hard amazing,0.1541666666666667
chat,good,0.7
game,great,0.8
guy,same,0.0
game,good,0.7
part,good,0.7
game,too much,0.2
game,new,0.13636363636363635
fan,many,0.5
work,certain,0.21428571428571427
game,beta,0.0
campaign,alright,0.0
people,more,0.5
game,free,0.4
game,more recent,0.25
corridor,great,0.8
performance,balanced,1.0
campaign,old,0.1
war,overall,0.0
people,shooter,0.0
player,fun,0.3
war,good,0.7
doz,great,0.8
game,more casual,-5.551115123125783e-17
footstep,dead,-0.2
concern,constant,0.0
match,other,-0.125
game,good,0.7
graphic,previous,-0.16666666666666666
frame,total,0.0
menu,so buggy,-1.0
game,annoying,-0.8
map,good,0.7
cod,too much,0.2
chat,good,0.7
bone,great,0.8
mode,online,0.0
game,sure,0.5
engine,capable,0.2
cod,most shooter,0.5
chat,crazy,-0.6
game,good,0.7
friend,multiple,0.0
game,first,0.25
game,so positive,0.22727272727272727
game,so much,0.2
game,worth,0.3
cycle,free,0.4
file,fail,-0.5
divert,clear,0.10000000000000002
pile,buggy,-1.0
game,awesome,1.0
point,true,0.35
amount,angry,-0.5
